,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
139096,ODKtEHbfoVdBpJz8Xr4RUA,Sails Resort Motel,17004 Gulf Blvd,North Redington Beach,DE,33708,27.8184612625,-82.8243312172,3.5,7,1,,"Event Planning & Services, Hotels & Travel, Hotels, Resorts","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}"
139111,cE0NxiFWbH-Ikz6nXgv8mw,Abel Tours,,New Orleans,PA,70116,29.9653661,-90.0629989,5.0,14,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Arts & Entertainment, Festivals, Cultural Center, Walking Tours, Hotels & Travel, Nightlife, Tours, Bike Rentals, Active Life, Jazz & Blues","{'Monday': '8:30-20:0', 'Tuesday': '8:30-20:0', 'Wednesday': '8:30-20:0', 'Thursday': '8:30-20:0', 'Friday': '8:30-20:0', 'Saturday': '8:30-20:0', 'Sunday': '8:30-20:0'}"
139131,T4t8Pd-mybpLcDigzQ3yKQ,Courtyard by Marriott St. Louis Westport Plaza,11888 Westline Industrial Dr,St. Louis,PA,63146,38.7017655262,-90.437954042,3.5,25,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Hotels, Venues & Event Spaces, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139132,4Peac-dIOM80hSw9iqEAJw,Hertz,1201 Market St,Philadelphia,PA,19107,39.952297,-75.160785,1.5,26,1,,"Hotels & Travel, Car Rental","{'Monday': '7:30-17:30', 'Tuesday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Thursday': '7:30-17:30', 'Friday': '7:30-17:30', 'Saturday': '9:0-13:0', 'Sunday': '9:0-13:0'}"
139168,Xo7fwCR-Qb_7zPdHdnzZgQ,Best Western Plus French Quarter Courtyard Hotel,920 N Rampart St,New Orleans,LA,70116,29.962322,-90.066195,4.0,112,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139217,XDhelemjO4mjdDU57lt5Kg,Frontier Airlines,4100 George J Bean Pkwy,Tampa,ID,33607,27.9793318805,-82.5326358899,1.5,7,1,,"Hotels & Travel, Transportation, Airlines",
139244,9dianBQPj-vqeBqvA3w24A,Hotel Indigo Saint Petersburg Downtown,234 3rd Ave N,St. Petersburg,PA,33701,27.7746067,-82.6362318,3.0,108,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139245,UMyRtM8TBLHrfDoA6us3zQ,Ghost Party Haunted Tours,1600 E 8th Ave,Tampa,FL,33605,27.960889,-82.44189,3.0,14,1,"{'OutdoorSeating': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'WheelchairAccessible': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'ByAppointmentOnly': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': False, u'validated': False}"", 'GoodForDancing': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsTableService': 'False', 'BikeParking': 'False', 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'RestaurantsTakeOut': 'False'}","Arts & Entertainment, Tours, Local Flavor, Historical Tours, Themed Cafes, Dinner Theater, Nightlife, Festivals, Restaurants, Bars, Hotels & Travel, Cafes, Event Planning & Services, Travel Services, Haunted Houses, Walking Tours, Party & Event Planning","{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:45', 'Saturday': '14:0-23:0', 'Sunday': '9:0-23:0'}"
139345,UgbyXGJsXIsaeaH8wm-a3Q,Homewood Suites by Hilton Indianapolis-Keystone Crossing,2501 E 86th St,Indianapolis,NJ,46240,39.9116818,-86.1193853,3.0,40,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Home Services, Apartments, Event Planning & Services, Real Estate, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139362,klU8EyJ8Bp1g_HTIDkER2A,Brandon Nissan,9920 E Adamo Dr,Tampa,AZ,33619,27.947161,-82.340593,3.0,148,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Parts & Supplies, Auto Repair, Hotels & Travel, Used Car Dealers, Car Rental, Automotive, Car Dealers","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0'}"
139383,Viw11iSp5cdohr0HADUMxw,Americas Best Value Inn Norristown Philadelphia,830 W Main St,Norristown,PA,19401,40.11921,-75.355758,2.0,6,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Hotels",
139384,4szHWZ5kziAlEke8boqLWg,Motel 6,2431 Old Country Inn Dr,Caseyville,IN,62232,38.6145396,-90.0496851,2.5,27,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139414,xXUsILt4lMHhMya1-Tj_tQ,Enterprise Rent-A-Car,210 Wilson Pike Cir,Brentwood,LA,37027,36.0312272785,-86.7842614233,3.0,19,1,,"Hotels & Travel, Car Rental","{'Monday': '0:0-0:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0', 'Saturday': '9:0-12:0'}"
139453,_xMuwXkwqkJ8h2Jrj_ZsPQ,UCSB Faculty Club Guest Rooms,552 University Rd,Santa Barbara,FL,93106,34.4123806926,-119.8512215486,4.5,6,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Hotels & Travel, Event Planning & Services, Hotels",
139479,nx30cfgnsD9iZEDl_pGhEg,Budget,10016 106 Street NW,Edmonton,PA,T5J 1G1,53.5392697815,-113.504496441,2.0,10,1,,"Hotels & Travel, Automotive, Car Rental","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-18:0', 'Saturday': '8:0-14:0', 'Sunday': '9:0-14:0'}"
139499,ZV-u4dPOQeWMogarv0390Q,Jensen Audio Visual,"75 Aero Camino Rd, Ste 103",Goleta,AZ,93117,34.4351229,-119.8490373,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False'}","Home Theatre Installation, Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels, Party & Event Planning, Security Systems, Home Services, Video/Film Production, Party Equipment Rentals, Professional Services","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-15:0'}"
139506,lh9kVxJDQkZ978mKcgJ2Ug,Southern Comfort Limousine,,Franklin,LA,37064,35.9250637,-86.8688899,4.0,5,1,,"Transportation, Event Planning & Services, Limos, Hotels & Travel, Party Bus Rentals","{'Monday': '8:0-0:0', 'Tuesday': '8:0-0:0', 'Wednesday': '8:0-0:0', 'Thursday': '8:0-0:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0'}"
139508,ywzbfL0svYvzPzV6BL_cmw,The Inn at Villanova University,601 County Line Rd,Wayne,ID,19087,40.045798,-75.35392,4.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'WiFi': ""'free'""}","Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel",
139514,1i-r-Y7PKtCCmOpq3bnfLw,La Quinta Inn & Suites St. Louis Maryland Heights,12330 Dorsett Rd,Saint Louis,IN,63043,38.7124862,-90.4488324,2.5,12,0,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0'}"
139519,dgeAQiICUkUpClQwueif3A,TSA Checkpoint 1 - Santa Barbara Airport,500 James Fowler Rd,Santa Barbara,FL,93117,34.4250786,-119.8365193,3.0,7,1,,"Public Services & Government, Hotels & Travel, Airports, Police Departments, Airport Terminals",
139533,nQDbvoKKcQap_CIfuAU72Q,The Buck Hotel by Ruhling,1200 Buck Rd,Feasterville Trevose,TN,19053,40.1544737921,-75.0014046959,3.0,144,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'None', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BikeParking': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}","Event Planning & Services, Venues & Event Spaces, American (Traditional), Seafood, Seafood Markets, Hotels, Nightlife, Bars, Hotels & Travel, Restaurants, Specialty Food, Food","{'Monday': '11:30-21:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-0:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '10:0-21:0'}"
139570,f0g9JK6FUWNVgmS7AnJ3Gg,Orange Tree Inn,1920 State St,Santa Barbara,FL,93101,34.430838,-119.713601,2.0,106,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139592,3mvxD13_It5uFt-uEjH_Gw,Canterbury Hotel,123 S Illinois St,Indianapolis,FL,46225,39.7651119,-86.1596641,4.0,22,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'HasTV': 'True'}","Hotels, Restaurants, Hotels & Travel, Event Planning & Services",
139667,tQHov0FJkhS20tG-gXNxUQ,Varscona Hotel On Whyte,8208 106 Street NW,Edmonton,PA,T6E 6R9,53.5184221,-113.503893,4.0,22,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139671,ygKOJ6oAWrMZJ62DGaBwSQ,Knights Inn Indianapolis East,7101 East 21St Street,Indianapolis,FL,46219,39.79552,-86.043526,1.5,5,0,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139712,F-CpNSss5CQ0TxAR0Nij_w,Bella Stella Limo,"2801 Fortune Cir E, Ste A",Indianapolis,IN,46241,39.735189,-86.247094,2.5,9,0,,"Hotels & Travel, Transportation, Tours, Limos, Airport Shuttles","{'Monday': '0:0-23:30', 'Tuesday': '0:0-23:30', 'Wednesday': '0:0-23:30', 'Thursday': '0:0-23:30', 'Friday': '0:0-23:30', 'Saturday': '0:0-23:30', 'Sunday': '0:0-23:30'}"
139716,FjnHdwmR8vyRXp0ePR1PVg,Olympus Limo,"7219 Benjamin Rd, Ste D",Tampa,MO,33634,28.0164531,-82.5415281,4.5,7,1,,"Hotels & Travel, Party Bus Rentals, Event Planning & Services, Buses, Town Car Service, Transportation, Limos, Airport Shuttles","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139730,gz8MHp1cyvMEavgKC727mA,Hotel Majestic St. Louis,1019 Pine St,Saint Louis,NJ,63101,38.6287727,-90.1955675,2.0,64,0,"{'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139743,YzIpCkI2FZaoPTCPp38ieA,Hilton Garden Inn West Edmonton,17610 Stony Plain Road,Edmonton,MO,T5S 1A2,53.5421669261,-113.6253118515,4.0,5,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139744,VwkQzGOxOyyo--BpV9PMsQ,St Pete Biking Tours,901 N Shore Dr NE,St. Petersburg,TN,33701,27.7809382,-82.6262174,5.0,8,1,"{'WiFi': ""u'no'""}","Tours, Hotels & Travel, Beer Tours, Art Tours, Bike tours","{'Tuesday': '12:0-16:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}"
139830,-ns9xUr8x2_MPONXobT7zg,St. Philip French Quarter Apts,612 Rue St Philip,New Orleans,CA,70116,29.959915,-90.062077,4.5,34,1,{'BusinessAcceptsCreditCards': 'True'},"Vacation Rentals, Hotels & Travel, Apartments, Real Estate, Guest Houses, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139857,AUpDD9rEJCE_ZYBUnru5oA,All Bout Dat Tours,701 N Rampart St,New Orleans,NJ,70116,29.9807652481,-90.0752173449,4.5,11,1,,"Hotels & Travel, Tours",
139865,JU4QWMtJW0yiyS9W7dAFpQ,Extended Stay America - St. Louis - Westport - Craig Road,2030 Craig Rd.,Saint Louis,AZ,63146,38.696299,-90.44153,1.5,14,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139866,DW6z8cXBxI6XLdjJK_yHJQ,Rodeway Inn & Suites,8400 I-10 Service Rd,New Orleans,AZ,70127,30.0292814,-89.9917953,2.0,35,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'""}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139922,TMFTvnhwxh96LlN5hWVgkw,Blue Heron Cruises,3157 Weakley Ln,Mt. Juliet,PA,37122,36.041942,-86.490808,5.0,5,0,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'True'}","Active Life, Tours, Boat Tours, Boat Charters, Event Planning & Services, Parks, Boating, Senior Centers, Hotels & Travel","{'Monday': '11:0-19:30', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-20:0'}"
139928,QtF-RjrIfo5D068ctPqdzg,Hampton Inn Springfield,620 22nd Ave E,Springfield,NV,37172,36.4883809322,-86.8786436319,3.5,11,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
139981,yjVqm4shWfOriY8wakOB5Q,Ali Baba Limo,4701 Ridge Ave,Philadelphia,PA,19129,40.0138774,-75.202729,4.0,24,1,,"Hotels & Travel, Transportation, Limos","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-17:0'}"
140091,uK0rzqteCVdcpy9FXW3EFg,Spirit Airlines,900 Airline Dr,Kenner,MO,70062,29.9860303,-90.2577609,1.5,143,1,,"Hotels & Travel, Transportation, Airlines",
140125,Po-MXD8Q8xmscobAQnTLsA,Enterprise Rent-A-Car,400 S Whitehorse Pike,Somerdale,IN,08083,39.8400753937,-75.0124990493,3.0,7,1,,"Hotels & Travel, Car Rental","{'Monday': '0:0-0:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-16:0', 'Friday': '7:30-17:0', 'Saturday': '8:0-12:0'}"
140128,-9NmUeTphyS9Lq1o9MACGw,Grand Ole Opry,2804 Opryland Dr,Nashville,NJ,37214,36.206904,-86.692294,4.5,687,1,"{'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BikeParking': 'True', 'GoodForDancing': 'False', 'OutdoorSeating': 'False', 'HasTV': 'False', 'Smoking': ""u'no'"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'"", 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'HappyHour': 'False'}","Performing Arts, Cinema, Tours, Local Flavor, Arts & Entertainment, Historical Tours, Hotels & Travel, Nightlife, Music Venues","{'Monday': '10:0-16:0', 'Tuesday': '17:30-21:30', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '17:30-21:30', 'Saturday': '17:30-21:30', 'Sunday': '10:0-16:0'}"
140157,lJcc3BOuEwT8dMJwc4NXKg,Blue Sands Inn,421 S Milpas St,Santa Barbara,PA,93103,34.4174998,-119.6728902,3.5,38,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
140218,mKJZREPhvsVgHebHK8dFew,The Dwight D,256 S 16th St,Philadelphia,PA,19102,39.9479893,-75.1682766,4.5,21,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
140248,tjTOzyMZG3tZ_kO-doz2XA,La Quinta Inn by Wyndham Tucson East,6404 East Broadway,Tucson,PA,85710,32.2202794,-110.8558973,2.5,66,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140264,T37GUUpKX8DiX3dGN0MDxA,Homewood Suites by Hilton Wilmington Downtown,820 Justison St,Wilmington,FL,19801,39.7304758,-75.5615309,4.5,12,1,,"Hotels, Hotels & Travel, Venues & Event Spaces, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140342,tueMs7OxNEGKMYPOOgXX4g,Carpinteria State Beach,5361 6th St,Carpinteria,ID,93013,34.393049,-119.524257,3.5,243,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'False'}","Beaches, Local Flavor, Hotels & Travel, Parks, Active Life, Campgrounds",
140404,mTgpVeowxtll3NFIrDOb5Q,Bob's Limo Service,,Nashville,FL,37211,36.0775432,-86.7315785,5.0,6,1,"{'WiFi': ""u'paid'""}","Hotels & Travel, Airport Shuttles, Transportation, Limos","{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0'}"
140406,PTLhxMtI5LbPbifuqxVUKg,Motel 6,340 Hester Dr,White House,MO,37188,36.4675568579,-86.6779856838,2.5,12,1,,"Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140407,HU1g3b74V0Q8alz3oHPdjA,Indiana Pacers Bikeshare,132 W Walnut St,Indianapolis,TN,46204,39.7770432813,-86.1609341779,4.5,24,0,{'GoodForKids': 'True'},"Bike Rentals, Transportation, Bike Sharing, Active Life, Hotels & Travel, Local Flavor","{'Monday': '5:30-0:0', 'Tuesday': '5:30-0:0', 'Wednesday': '5:30-0:0', 'Thursday': '5:30-0:0', 'Friday': '5:30-0:0', 'Saturday': '5:30-0:0', 'Sunday': '5:30-0:0'}"
140427,IRzyi25HOdIiG9H4aDdGaw,Avis Rent A Car,216 S Bemiston Ave,Saint Louis,AB,63105,38.6469485,-90.3369679,2.0,5,1,,"Car Rental, Hotels & Travel",
140428,uuv13fOUwmjSXPwaeFgP4g,Williamson County Visitor Center,"400 Main St, Ste 130",Franklin,DE,37064,35.9246849,-86.870582,4.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Visitor Centers, Community Service/Non-Profit, Hotels & Travel, Travel Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '12:0-16:0'}"
